X,Y,OBJECTID,STNCODE,STNNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,STNTYPE,STFIPS
-69.820877430149267,43.913471143278684,323,BAT,"Bath, Maine",10 State Rd,"Mail It 4 U - Suite 9, Coastal Plaza",Bath,ME,04530-6018,BUS,23
-71.076354999483613,42.347304999825951,324,BBY,"Boston (Back Bay), Massachusetts",145 Dartmouth St.,,Boston,MA,02116-5162,RAIL,25
-82.470672999759074,27.490395999575753,325,BDT,"Bradenton, Florida",1115 Manatee Avenue West,Manatee County Courthouse,Bradenton,FL,34205-7803,BUS,12
-122.509888000630667,48.720486000328719,327,BEL,"Bellingham, Washington",401 Harris Avenue,,Bellingham,WA,98225,RAIL,53
-110.293983000215235,31.968167999753462,328,BEN,"Benson, Arizona",105 E. 4th Street,,Benson,AZ,85602-6611,RAIL,04
-72.765723999562908,41.635525000278619,329,BER,"Berlin, Connecticut",51 Depot Road,,Kensington,CT,06037,RAIL,09
-88.989133641104615,42.490057826307691,330,BET,"South Beloit, Illinois",15766 Manchester Road,McDonald?s/BP Amoco Travel Plaza,South Beloit,IL,61080-9723,BUS,17
-119.022461000174985,35.371380000786473,332,BFD,"Bakersfield, California",601 Truxtun Ave,Off Truxtun Ave and S Street,Bakersfield,CA,93301-5319,RAIL,06
-69.021550005927963,44.423520015736187,333,BFT,"Belfast, Maine",Belmont Ave & US Hwy 1,Big Apple Conv Store/CITGO Station,Belfast,ME,04915,BUS,23
-78.87506100066463,42.87848300039019,334,BFX,"Buffalo (Exchange St), New York",75 Exchange Street,,Buffalo,NY,14203,RAIL,36
-85.482048000314933,43.698317999775895,335,BGP,"Big Rapids, Michigan",14342 Northland Dr.,Ferris State Fitness Center,Big Rapids,MI,49307-2373,BUS,26
-86.807029999534791,33.512394000183008,336,BHM,"Birmingham, Alabama",1819 Morris Ave.,,Birmingham,AL,35203-3109,RAIL,01
-71.187257384220857,44.45913183416684,337,BIN,"Berlin, New Hampshire",318 Glen Ave,Irving Mainway,Berlin,NH,03570-1900,BUS,33
-122.299994999869341,37.867603000578072,339,BKY,"Berkeley, California",University Ave. and Third St.,Underneath Overpass,Berkeley,CA,94710,RAIL,06
-105.281180999903199,40.05839499962957,340,BLD,"Boulder, Colorado",30th & Diagonal Highway,BP/Amoco Gas Station,Boulder,CO,80302,BUS,08
-72.445449999617722,43.135826000369661,341,BLF,"Bellows Falls, Vermont",54 Depot St,,Bellows Falls,VT,05101-1356,RAIL,50
-83.195296999856623,42.545723000216356,342,BMM,"Birmingham, Michigan",449 South Eton St.,,Birmingham,MI,48009-6573,RAIL,26
-94.122962999342917,30.076906000011945,343,BMT,"Beaumont, Texas",2555 W. Cedar Street,,Beaumont,TX,77704,RAIL,48
-79.436287000144887,36.094177000268417,344,BNC,"Burlington, North Carolina",101 North Main Street,,Burlington,NC,27217,RAIL,37
-121.46909300004188,45.715384999518164,345,BNG,"Bingen-White Salmon, Washington",Hwy 14 and Walnut St.,,Bingen,WA,98605,RAIL,53
-88.984038999700033,40.508347000114043,346,BNL,"Bloomington-Normal, Illinois",100 East Parkinson St.,,Normal,IL,61761-3015,RAIL,17
-119.053390999295175,43.590401000006182,347,BNS,"Burns, Oregon",63 N. Buena Vista,Figaro's Italian Kitchen,Burns,OR,97720,BUS,41
-116.206107999884239,43.619469000494007,348,BOI,"Boise, Idaho",1212 West Bannock St.,Greyhound Station,Boise,ID,83702-5619,BUS,16
-71.062144999791883,42.365389000102311,349,BON,"Boston (North Station), Massachusetts",100 Legends Way,126 Causeway Street,Boston,MA,02114-1300,RAIL,25
-71.055297999702873,42.351524000132542,350,BOS,"Boston (South Station), Massachusetts",2 South Station,Summer St & Atlantic Ave.,Boston,MA,02110,RAIL,25
-72.550353999837171,42.838696000220295,351,BRA,"Brattleboro, Vermont",10 Vernon Rd,,Brattleboro,VT,05301-3389,RAIL,50
-90.442122999976448,31.578757999682011,352,BRH,"Brookhaven, Mississippi",East Monticello St. and South Railroad Ave.,,Brookhaven,MS,39601,RAIL,28
-69.935031784988837,43.907172966159521,353,BRK,"Brunswick, Maine",101 Bath Rd.,Mobil Mart/Puffin Shop,Brunswick,ME,04011-2214,BUS,23
-91.101982000069199,40.80594300016935,354,BRL,"Burlington, Iowa",300 South Main Street,,Burlington,IA,52601,RAIL,19
-113.010841000611663,48.533295000563896,355,BRO,"Browning, Montana",Heart Butte Rd and Depot Rd.,,Browning,MT,59417,RAIL,30
-73.187401000156001,41.176746000127878,356,BRP,"Bridgeport, Connecticut",525 Water St.,Metro North Station,Bridgeport,CT,06604-4315,RAIL,09
-97.499451000063573,25.899884999693029,357,BSV,"Brownsville, Texas",1134 E. St. Charles Street,,Brownsville,TX,78520-5042,BUS,48
-85.185691999885876,42.316975000495916,358,BTL,"Battle Creek, Michigan",104 Capital Ave. S.W.,,Battle Creek,MI,49017-3535,RAIL,26
-91.176598000197487,30.449656999870683,359,BTR,"Baton Rouge, Louisiana",1253 Florida St.,,Baton Rouge,LA,70802,BUS,22
-78.726608000358908,42.906917999566076,360,BUF,"Buffalo (Depew), New York",55 Dick Road,,Depew,NY,14043,RAIL,36
-120.193382000378961,34.611339999741233,361,BUL,"Buellton, California",238 E Highway 246,Burger King Restaurant,Buellton,CA,93427,BUS,06
-118.355910999992602,34.193831999846964,362,BUR,"Burbank (Airport), California",3750 Empire Avenue,,Burbank,CA,91505,RAIL,06
-76.69339799991775,39.189551999325374,364,BWI,"BWI Rail Station at Thurgood Marshall Airport, Mar",7 Amtrak Way,BWI Thurgood Marshall Airport,BWI Airport,MD,21240-0642,RAIL,24
-119.783699758836747,48.102833909657249,365,BWW,"Brewster, Washington",405 Highway 97,Triangle Texaco,Brewster,WA,98812,BUS,53
-85.026648999551639,45.204841999958376,366,BYC,"Boyne City, Michigan",1000 East Division St.,McDonalds's Restaurant,Boyne City,MI,49712-9609,BUS,26
-84.552750000012452,41.480347000114023,368,BYN,"Bryan, Ohio",Page and Lynn Street,,Bryan,OH,43506,RAIL,39
-80.626159999284482,34.247349000056374,369,CAM,"Camden, South Carolina",1060 West Dekalb Street,,Camden,SC,29020,RAIL,45
-106.325661132655114,42.856132916700801,370,CAS,"Casper, Wyoming",123 West E St.,Parkway Plaza Hotel,Casper,WY,82601-1818,BUS,56
-71.126742144034665,43.978379068039601,371,CAY,"Conway, New Hampshire",392 West Main St.,First Stop Market & Deli,Conway,NH,03818,BUS,33
-123.962212125589076,45.889804368077193,372,CBO,"Cannon Beach, Oregon",1170 South Hemlock Street,Family Market,Cannon Beach,OR,97110,BUS,41
-97.381660000008935,32.348334999860413,373,CBR,"Cleburne, Texas",206 North Border St.,Cleburne Intermodal Depot,Cleburne,TX,76031-4236,RAIL,48
-89.012481999244812,43.340667999328787,374,CBS,"Columbus, Wisconsin",359 North Ludington Street,,Columbus,WI,53925,RAIL,55
-124.211989999738648,43.366646000312699,375,CBY,"Coos Bay, Oregon",275 N. Broadway,Porter Stages Lines Bus Station,Coos Bay,OR,97420,BUS,41
-89.216370000075415,37.724087000414784,376,CDL,"Carbondale, Illinois",401 South Illinois St.,,Carbondale,IL,62901,RAIL,17
-69.107869591608335,44.191968532421868,377,CDN,"Camden/Rockport, Maine",234 Park St.,Maritime Farms,Rockport,ME,04856-5508,BUS,23
-89.136191999760968,38.527770999631969,378,CEN,"Centralia, Illinois",108 East Broadway,,Centralia,IL,62801-3272,RAIL,17
-117.363654999378696,46.875927000430806,379,CFX,"Colfax, Washington",610 South Main St.,Ace Hardware,Colfax,WA,99111,BUS,53
-87.639167999703375,41.878731000335449,380,CHI,"Chicago (Union Station), Illinois",225 South Canal Street,,Chicago,IL,60606,RAIL,17
-88.240928999673542,40.116195999545823,381,CHM,"Champaign-Urbana, Illlinois",45 East University Ave.,2nd floor,Champaign,IL,61820-4046,RAIL,17
-79.998900999781256,32.875533999494507,382,CHS,"Charleston, South Carolina",4565 Gaynor Avenue,,North Charleston,SC,29405,RAIL,45
-81.646720999374566,38.35198999993861,383,CHW,"Charleston, West Virginia",350 MacCorkle Avenue - Southeast,,Charleston,WV,25314,RAIL,54
-104.805182999795591,41.121581999509715,384,CHY,"Cheyenne, Wyoming",222 Deming Drive,Union Bus Station,Cheyenne,WY,82007,BUS,56
-121.84471899938228,39.723309000110305,385,CIC,"Chico, California",West 5th and Orange Streets,,Chico,CA,95926,RAIL,06
-84.536529999359971,39.102379000190751,386,CIN,"Cincinnati, Ohio",1301 Western Ave.,Cincinnati Union Terminal,Cincinnati,OH,45203-1130,RAIL,39
-72.379302999733625,43.368786000073897,388,CLA,"Claremont, New Hampshire",Plains Rd. and Maple Ave.,,Claremont,NH,03743,RAIL,33
-81.04057300034367,33.993716999440039,389,CLB,"Columbia, South Carolina",850 Pulaski Street,,Columbia,SC,29201,RAIL,45
-85.406692999382358,44.268393999983175,390,CLC,"Cadillac, Michigan",1202 North Mitchell St.,Cadillac/ Wexford Transit,Cadillac,MI,49601-1261,BUS,26
-81.698173999730272,41.504416999445027,391,CLE,"Cleveland, Ohio",200 Cleveland Memorial Shoreway,,Cleveland,OH,44114,RAIL,39
-79.836493999898153,37.811770999731891,392,CLF,"Clifton Forge, Virginia",400 Ridgeway Street,,Clifton Forge,VA,24422,RAIL,51
-117.715507999594479,34.094527999767422,393,CLM,"Claremont, California",200 West First St.,Metrolink Station,Claremont,CA,91711,BUS,06
-77.993041999788431,38.472923000096444,394,CLP,"Culpeper, Virginia",109 South Commerce Street,,Culpeper,VA,22701,RAIL,51
-80.823638999540151,35.241145999788102,395,CLT,"Charlotte, North Carolina",1914 North Tryon St.,,Charlotte,NC,28206,RAIL,37
-123.012076999853605,38.799895999600778,396,CLV,"Cloverdale, California",Citrus Fair Road and Asti Road,Cloverdale Depot Park-N-Ride Lot,Cloverdale,CA,95425,BUS,06
-119.033112000318511,34.216469000544009,397,CML,"Camarillo, California (Trains)",30 Lewis Road,,Camarillo,CA,93010,RAIL,06
-121.780663000596974,43.216903999919737,398,CMO,"Chemult, Oregon",Palmer/Kranz Street and Depot Street,"Off Highway 97, center of town",Chemult,OR,97731,RAIL,41
-122.196929999919519,39.928477999759934,399,CNG,"Corning, California",1081 Solano Street,Intermodal Terminal at 3rd Street,Corning,CA,96021-3235,BUS,06
-115.148604999521069,36.166812999920069,400,LVS,"Las Vegas (Downtown), Nevada",200 South Main St.,Greyhound Station,Las Vegas,NV,89101-6357,BUS,32
-94.72526600002584,32.495872000192719,401,LVW,"Longview, Texas",905 Pacific Ave.,,Longview,TX,75602,RAIL,48
-117.005320803712095,46.426986119413925,402,LWN,"Lewiston, Idaho",1920 Highway 128,Shell Dyna Mart,Lewiston,ID,83501-1617,BUS,16
-79.157462999717609,37.407023999258229,403,LYH,"Lynchburg, Virginia",825 Kemper St,,Lynchburg,VA,24501-1397,RAIL,51
-90.672278999875914,40.4611320000418,404,MAC,"Macomb, Illinois",120 East Calhoun Street,Travel Center,Macomb,IL,61455-7321,RAIL,17
-84.725281000018072,45.781680999978221,405,MAK,"Mackinaw City, Michigan",102 South Huron Ave.,Village Hall,Mackinaw City,MI,49701,BUS,26
-107.872444000090525,48.359881999454785,406,MAL,"Malta, Montana",51 South 1st Street East,,Malta,MT,59538-1732,RAIL,30
-88.375526000424543,39.482421999975372,407,MAT,"Mattoon, Illinois",1718 Broadway Ave.,,Mattoon,IL,61938-3920,RAIL,17
-83.771072000272568,38.651623000401173,408,MAY,"Maysville,  Kentucky",West Front St & Rosemary Clooney St,,Maysville,KY,41056,RAIL,21
-116.089539000424509,44.921661000055167,409,MCA,"McCall, Idaho",147 North 3rd St.,Jim's Grocery,McCall,ID,83638-4408,BUS,16
-90.452942000672749,31.249292000325624,410,MCB,"McComb, Mississippi",114 Northeast Railroad Ave.,,McComb,MS,39648,RAIL,28
-120.475890999869705,37.307040999342689,411,MCD,"Merced, California",324 West 24th St,,Merced,CA,95340,RAIL,06
-97.40172599995492,31.437921999900425,412,MCG,"McGregor, Texas",1 Amtrak Blvd.,,McGregor,TX,76657,RAIL,48
-86.905219999503345,41.72135899971812,413,MCI,"Michigan City, Indiana",100 Washington St.,,Michigan City,IN,46360-3246,RAIL,18
-100.625343000778855,40.197563000731975,414,MCK,"McCook, Nebraska",101 Norris Ave.,,McCook,NE,69001-3779,RAIL,31
-72.801216000418037,41.538998000557342,415,MDN,"Meriden, Connecticut",60 State Street,,Meriden,CT,06450,RAIL,09
-119.932067999838296,37.559455999594775,417,MDP,"Midpines, California",6979 Highway 140,Yosemite Bug Youth Hostel,Midpines,CA,95345,BUS,06
-120.018943999665794,36.974517999306272,418,MDR,"Madera, California",Avenue 15 1/2 at 29th Road,,Madera,CA,93637,RAIL,06
-89.117286999395446,41.550040999892303,419,MDT,"Mendota, Illinois",783 Main Street,,Mendota,IL,61342,RAIL,17
-88.696167000206856,32.363823000031459,420,MEI,"Meridian, Mississippi",1901 Front Street,,Meridian,MS,39301,RAIL,28
-90.058875999927409,35.132431000090605,421,MEM,"Memphis, Tennessee",Central Station,545 S. Main St,Memphis,TN,38103,RAIL,47
-98.236411999813924,26.20309300044164,422,MEN,"McAllen, Texas",1501 West US Hwy 83 Business,,McAllen,TX,78501-5120,BUS,48
-74.327858000246465,40.567753000300797,423,MET,"Metropark (Iselin), New Jersey",100 Middlesex-Essex Turnpike,,Iselin,NJ,08830-2707,RAIL,34
-121.968575000335989,47.859222000594912,424,MEW,"Monroe, Washington","118 North Lewis St., Suite 112",Behind Chamber of Commerce,Monroe,WA,98272,BUS,53
-122.87179335378022,42.324461653282754,425,MFR,"Medford, Oregon",200 South Front Street,Rogue Valley Transportation District (RVTD),Medford,OR,97501,BUS,41
-94.366843999950618,32.551350000002572,426,MHL,"Marshall, Texas",800 North Washington Street - suite 2,,Marshall,TX,75670-5330,RAIL,48
-71.465571217237823,42.987008065070199,427,MHT,"Manchester, New Hampshire",119 Canal St.,Manchester Transportation Center,Manchester,NH,03101-2333,BUS,33
-80.25807200042243,25.849847999885355,428,MIA,"Miami, Florida",8303 NW 37th Ave,,Miami,FL,33147,RAIL,12
-76.731612999540232,40.192947000104027,429,MID,"Middletown, Pennsylvania",Union Street and Mill Street,,Middletown,PA,17057,RAIL,42
-95.490134999830332,32.66187999976222,430,MIN,"Mineola, Texas",115 East Front St.,,Mineola,TX,75773-2453,RAIL,48
-76.502914000280839,40.108916999320115,431,MJY,"Mount Joy, Pennsylvania",East Henry St. and North Market St.,,Mount Joy,PA,17552,RAIL,42
-87.924475716381153,42.941746535474294,432,MKA,"Milwaukee (General Mitchell Intl Airport), Wiscons",5601 South 6th Street,(South 6th St & Airport Spur Freeway),Milwaukee,WI,53221,RAIL,55
-87.916480999698365,43.034016000737893,433,MKE,"Milwaukee, Wisconsin",433 West St. Paul Ave.,,Milwaukee,WI,53203,RAIL,55
-124.110946999504392,40.975506000001928,434,MKV,"McKinleyville (Arcata Airport), California",3561 Boeing Ave,Arcata Airport Terminal,McKinleyville,CA,95519-9358,BUS,06
-90.505736999962551,41.454726999451509,435,MLI,"Moline, Illinois",1200 River Drive,Centre Station,Moline,IL,61265-1302,BUS,17
-119.245215999618665,47.101944000115566,436,MLK,"Moses Lake, Washington",1819 East Kittleson Road,Union 76 - Food Mart,Moses Lake,WA,98837,BUS,53
-81.324073999715267,38.18070199969759,438,MNG,"Montgomery, West Virginia",Third Avenue and Washington Street,,Montgomery,WV,25136,RAIL,54
-123.160599785751458,45.659744348323045,439,MNI,"Manning, Oregon",47000 Highway 26,East of Dairy Queen,Manning,OR,97106,BUS,41
-117.001610000401172,46.730041999838477,440,MOC,"Moscow, Idaho",120 West 6th St.,Royal Motor Inn,Moscow,ID,83843-2318,BUS,16
-120.91159799994773,37.668139999661321,441,MOD,"Modesto, California",1700 Held Drive,,Modesto,CA,95355-8301,RAIL,06
-88.102991817018676,30.668932225541823,443,MOG,"Mobile (Greyhound), Alabama",2545 Government Blvd.,,Mobile,AL,36606-1631,BUS,01
-118.172447000328759,35.052287999591556,444,MOJ,"Mojave, California",15900 Sierra Highway,Carl's Jr. Restaurant,Mojave,CA,93501-1516,BUS,06
-101.297905000315495,48.235733000277776,445,MOT,"Minot, North Dakota",400 1st Ave. S.W.,,Minot,ND,58701,RAIL,38
-117.290468448260242,33.916838188131919,446,MOV,"Moreno Valley, California",2650 East Alessandro Blvd.,RTA Bus Stop at Curb,Riverside,CA,92508-2306,BUS,06
-118.876952999880984,34.285193999703381,447,MPK,"Moorpark, California",300 High Street,Amtrak / Metrolink Station,Moorpark,CA,93021,RAIL,06
-120.798797999827798,37.530312000098775,448,TRK,"Turlock-Denair, California",3800 Santa Fe Avenue,Corner of Elm Street,Denair,CA,95316,RAIL,06
-120.182571000051553,39.327915000177143,449,TRU,"Truckee, California",10065 Donner Pass Road,,Truckee,CA,96161-0329,RAIL,06
-85.628421036001953,44.764372664267114,450,TRV,"Traverse City, Michigan",107 Hall Street,,Traverse City,MI,49684-2215,BUS,26
-112.122735523925257,36.035344263027355,451,TSY,"Tusayan(Grand Canyon Village), Arizona",Arizona Hwy 64,Grand Canyon Village/IMAX Theatre,Tusayan,AZ,86023,BUS,04
-122.242580615802751,47.461120724741704,452,TUK,"Tukwila, Washington",7301 South 158th St.,Sounder Commuter Rail Station,Tukwila,WA,98188,RAIL,53
-73.447455999294903,44.696990999535046,618,PLB,"Plattsburgh, New York",Bridge and Dock Sts.,,Plattsburgh,NY,12901,RAIL,36
-88.538358371541563,41.661990362765096,619,PLO,"Plano, Illinois",101 West Main Street,,Plano,IL,60545,RAIL,17
-118.127899000038781,34.579143999795804,620,PMD,"Palmdale (Amtrak Thruway), California",39000 Clock Tower Plaza Drive - Bus Bay 2E,Palmdale Transportation Center-San Joaquin Buses,Palmdale,CA,93550-4513,BUS,06
-71.687330748115471,43.758597859503652,622,PMO,"Plymouth, New Hampshire",83 Main St.,Chase Street Market,Plymouth,NH,03264-1548,BUS,33
-83.292014118057068,42.633720205523105,624,PNT,"Pontiac, Michigan",51000 Woodward Avenue,,Pontiac,MI,48342,RAIL,26
-89.469139000464452,43.546611999644142,625,POG,"Portage, Wisconsin",400 West Oneida Street,,Portage,WI,53901,RAIL,55
-73.461929000323096,44.033065999896053,626,POH,"Port Henry, New York",20 Park Place,Senior Citizen Center,Port Henry,NY,12974-1324,RAIL,36
-88.63649699953686,40.879439999956105,627,PON,"Pontiac, Illinois",721 West Washington St.,,Pontiac,IL,61764,RAIL,17
-70.290493000151798,43.652013000299803,628,POR,"Portland, Maine",100 Thompson's Point Road,Portland Transportation Center,Portland,ME,04102-2630,RAIL,23
-117.750632999713105,34.059395000179165,629,POS,"Pomona (Sunset Ltd), California",100 West Commercial Street,,Pomona,CA,91768,RAIL,06
-73.939011000057576,41.705672999409444,630,POU,"Poughkeepsie, New York",41 Main St.,Amtrak/Metro-North Station,Poughkeepsie,NY,12601-2909,RAIL,36
-120.686934999750406,35.622924999589088,631,PRB,"Paso Robles, California",800 Pine Street,Paso Robles Intermodal Station,Paso Robles,CA,93446-2856,RAIL,06
-81.05422200024509,37.858707000427785,632,PRC,"Prince, West Virginia (Beckley)",Hwy 41 and County Road 25,near Depot Rd,Prince,WV,25907,RAIL,54
-117.216636999597824,33.791392999687218,633,PRI,"Perris, California",1688-J North Perris Blvd,International House of Pancakes,Perris,CA,92571-4702,BUS,06
-73.444275000091125,44.578040999992197,634,PRK,"Port Kent, New York",Hwy 373 & Back Rd,near Burlington-Fort Kent ferry dock,Port Kent,NY,12975,RAIL,36
-111.662720000027946,40.225868000208095,635,PRO,"Provo, Utah",300 West 600 South,,Provo,UT,84601-4542,RAIL,49
-119.084244000260355,46.233596999302108,636,PSC,"Pasco, Washington",535 North 1st Avenue,Pasco Intermodal Train Station,Pasco,WA,99301-5378,RAIL,53
-84.963706999978001,45.373909000300159,637,PSK,"Petoskey, Michigan",301 West Mitchell St.,The Book Stop,Petosky,MI,49770-2327,BUS,26
-116.545012999250503,33.895942999769659,638,PSN,"Palm Springs (Train), California",Indian Ave. and Palm Springs Station Rd.,0.6 mi/0.965 km south of I-10,North Palm Springs,CA,92258,RAIL,06
-116.544914000081008,33.826698000012755,639,PSP,"Palm Springs (Buses), California",3400 East Tahquitz Canyon Way,Sunline Bus Stop/Palm Springs Airport,Palm Springs,CA,92262-6970,BUS,06
-84.784583999951622,45.550639999736234,640,PST,"Pellston, Michigan",110 North US Highway 131,General Store/Amoco Station,Pellston,MI,49769-9333,BUS,26
-77.428970000365211,37.241619000516494,641,PTB,"Petersburg, Virginia",3516 South Street,Ettrick Station,Petersburg,VA,23803-1642,RAIL,51
-122.630485999729046,38.243007999619522,642,PTC,"Petaluma, California",100 Fairgrounds Drive,Regional Library,Petaluma,CA,94952,BUS,06
-119.903660008202792,48.052354842701902,643,PTE,"Pateros, Washington",245 Lakeshore Drive,Super Stop Convenience Store,Pateros,WA,98846,BUS,53
-82.441811000677092,42.960788999912495,644,PTH,"Port Huron, Michigan",2223 16th Street,,Port Huron,MI,48060,RAIL,26
-104.615059000572387,38.307827000315854,645,PUB,"Pueblo, Colorado",1080 Chinook Lane,,Pueblo,CO,81001,BUS,08
-117.173744000085492,46.738770000335307,646,PUL,"Pullman, Washington",1002 Northwest Nye St.,Northwestern Stage Lines Depot,Pullman,WA,99163-3429,BUS,53
-97.356338999645061,35.011974000299915,647,PUR,"Purcell, Oklahoma",East Main St and North Santa Fe Ave.,,Purcell,OK,73080,RAIL,40
-71.415992999377409,41.825630000424212,648,PVD,"Providence, Rhode Island",100 Gaspee Street,,Providence,RI,02903,RAIL,44
-97.219002000242085,34.741467000301895,649,PVL,"Pauls Valley, Oklahoma",East Paul Ave. and South Santa Fe St.,1 Santa Fe Plaza,Pauls Valley,OK,73075,RAIL,40
-112.111274999941259,33.555942999369961,650,PXN,"Phoenix (Metro Center Transit Station), Arizona",9617 North Metro Parkway West,North Phoenix,Phoenix,AZ,85023,BUS,04
-77.293045000426389,38.522011000207556,651,QAN,"Quantico, Virginia",550 Railroad Avenue,at Potomac Ave. inside Marine Corp base,Quantico,VA,22134-3444,RAIL,51
-91.366348000160031,39.957442999994498,652,QCY,"Quincy, Illinois",North 30th St. and Wisman Lane,,Quincy,IL,62301,RAIL,17
-119.850181999899348,47.239688999447822,653,QUC,"Quincy, Washington",102 B St NE,Kissel's Variety Store,Quincy,WA,98848-1117,BUS,53
-104.437523000885733,36.900749000466078,654,RAT,"Raton, New Mexico",201 South First Street,(At Cook Ave),Raton,NM,87740-3903,RAIL,35
-122.210967999773345,40.186008000269055,656,RBF,"Red Bluff, California",228 S. Main Street,Amtrak Thruway Bus Stop at Taco Bell,Red Bluff,CA,96080-3802,BUS,06
-88.979897000246353,42.268139000314648,657,RCK,"Rockford, Illinois",7559 Walton St.,Van Galder Bus Station,Rockford,IL,61108-4606,BUS,17
-122.391921999700514,40.582832000496467,658,RDD,"Redding (Amtrak Station), California",1620 Yuba Street,,Redding,CA,96001-1712,RAIL,06
-121.162910782106849,44.253870582061779,659,RDM,"Redmond Airport, Oregon",2300 Redmond Airport Way,Redmond Airport,Redmond,OR,97756,BUS,41
-122.392507434970128,40.582957179830032,660,RDR,"Redding (RABA Transit Center), California",1530 Yuba Street,,Redding,CA,96001-1008,BUS,06
-124.099960000053954,40.484577000228455,661,RDS,"Rio Dell-Scotia, California",100 Main Street,Scotia Inn,Scotia,CA,95565,BUS,06
-92.541839999816091,44.56454099976736,662,RDW,"Red Wing, Minnesota",420 Levee Street,,Red Wing,MN,55066,RAIL,27
-121.185799000323584,44.247939999231619,663,RED,"Redmond, Oregon",2456 South Highway 97,McDonald's Restaurant,Redmond,OR,97756,BUS,41
-85.510071000276412,43.874599000043872,664,REE,"Reed City, Michigan",US 10 & 220th Ave.,McDonald's Restaurant,Reed City,MI,49677-1119,BUS,26
-87.154479999952002,40.943039000149781,665,REN,"Rensselaer, Indiana",619 North Cullen Street,,Rensselaer,IN,47978,RAIL,18
-78.644484999383167,35.773749999562881,666,RGH,"Raleigh, North Carolina",320 West Cabarrus Street,,Raleigh,NC,27601,RAIL,37
-120.641434999625517,47.60528999963384,862,LWA,"Leavenworth, WA",11645 North Rd,Icicle Station,Leavenworth,WA,98826,RAIL,53
-76.214580716926491,43.072671356997603,863,NYF,"Syracuse, NY",581 State Fair Blvd,Gate 11,Syracuse,NY,13209,RAIL,36
-75.102509357620704,38.336129945740481,864,OCM,"Ocean City, MD",12848 Ocean Gateway,West Ocean City Park,Ocean City,MD,21842,BUS,24
-116.399662615936961,33.724891563494907,865,PDC,"Palm Desert, CA",44449 Towne Center Way,Sunline Transit Stop,Palm Desert,CA,92260,BUS,06
-89.164823999927592,44.826980000027049,866,WIT,"Wittenberg, WI",505 Grand Avenue,Wittenberg Shell,Wittenberg,WI,54499,BUS,55
-77.87345600958713,34.250526564749237,867,WMN,"Wilmington, NC",505 Cando St,WAAVE Forden Station Transit Center,Wilmington,NC,28405,BUS,37
-77.405580000016926,39.411855000407968,868,FRC,"Frederick, MD",100 South East Street,Transit Center,Frederick,MD,21704,RAIL,24
-77.298790000058432,38.797270999956709,869,BCV,"Burke Centre, VA",10399 Premier Court,Virginia Railway Express Station,Burke Centre,VA,22015,RAIL,51
-117.318743000289203,33.1092479997954,870,POI,"Carlsbad Poinsettia, CA",6511 Avenida Encinas,Station,Carlsbad Poinsettia,CA,92009,RAIL,06
-117.35072999958976,33.160988999942447,871,CBV,"Carlsbad Village, CA",2775 State Street,Station,Carlsbad Village,CA,92008,RAIL,06
-117.293203999764728,33.04710900038009,872,ENC,"Encinitas, CA",25 East D Street,Station,Encinitas,CA,92024,RAIL,06
-117.224891999865861,32.90268399966692,873,SRB,"Sorrento Valley, CA",11170 Sorrento Valley Road,Station,Sorrento Valley,CA,92121,RAIL,06
-121.263657999816814,37.798360000014043,874,LTM,"Manteca, CA",17800 Shideler Parkway,Station,Lathrop-Manteca,CA,95330,RAIL,06
-121.882638999789947,37.658152000414532,875,PLS,"Pleasanton, CA",4950 Pleasanton Avenue,Station,Pleasanton,CA,94566,RAIL,06
-121.433970000015449,37.696211000037692,876,TRC,"Tracy, CA",4800 Tracy Boulevard,Station,Tracy,CA,95377,RAIL,06
-121.718346000167742,37.696985999804099,877,VAS,"Livermore, CA",575 South Vasco Road,Vasco Road Station,Livermore,CA,94550,RAIL,06
-90.314667000281815,44.928553000420663,878,ABB,"Abbotsford-Colby, WI",1210 North Division St.,Shell Station,Abbotsford-Colby,WI,54421,BUS,55
-105.884389000052295,37.471658000416426,879,AMC,"Alamosa, CO",111 Pike Avenue,San Luis Valley Apartments,Alamosa,CO,81101,BUS,08
-110.965934999500575,32.223061000065172,453,TUS,"Tucson, Arizona",400 North Toole Avenue,,Tucson,AZ,85701-1815,RAIL,04
-94.042442000298024,33.420074000214981,455,TXA,"Texarkana, Arkansas",100 East Front Street,,Texarkana,AR,71854-5907,RAIL,05
-78.241051000103539,40.670321999860448,456,TYR,"Tyrone, Pennsylvania",Pennsylvania Ave and West 10th St.,,Tyrone,PA,16686,RAIL,42
-75.223937999339171,43.104073000168853,457,UCA,"Utica, New York",321 Main St.,Boehlert Transportation Center,Utica,NY,13501,RAIL,36
-123.195701999747484,39.151530999655961,458,UKH,"Ukiah, California",711 East Perkins Street,Burger King,Ukiah,CA,95482,BUS,06
-80.223715543837216,36.088467093081931,459,UWS,"Winston-Salem State Univ, Winston-Salem, North Car","601 South Martin Luther King, Jr. Dr",Bus stop in front of nursing bldg.,Winston-Salem,NC,27110-0001,BUS,37
-75.976509000390024,36.847030999980689,460,VAB,"Virginia Beach, Virginia",19th St. and Pacific Ave.,,Virginia Beach,VA,23451,BUS,51
-117.246880000311705,43.981918000115684,462,VAE,"Vale, Oregon",151 Smith Street North,Fletcher Chevron Station,Vale,OR,97918-1163,BUS,41
